UC,Cjto,Alimentador,SE,Interrupcao,Tipo,Motivo_expurgo,Data_inicio,Hora_inicio,Data_fim,Horario_fim,Fato Gerador,Nivel Tensao
30841011,12834,COX51,COX,2290980,Interrupção não programada,,10/3/2014,16:43:00,10/4/2014,11:30:00,Meio Ambiente,34500
30841020,12834,COX51,COX,2290980,Interrupção não programada,,10/3/2014,16:43:00,10/4/2014,11:30:00,Meio Ambiente,34500
30841020,12834,COX51,COX,2290980,Interrupção não programada,,10/4/2014,18:47:00,10/4/2014,19:30:00,Meio Ambiente,34500
30841011,12834,COX51,COX,2290980,Interrupção não programada,,10/4/2014,18:47:00,10/4/2014,19:30:00,Meio Ambiente,34500
2548810,12878,INO51,INO,2291061,Interrupção não programada,,10/3/2014,8:40:00,10/4/2014,9:36:00,Meio Ambiente,34500
32156987,12831,COR52,COR,2291147,Interrupção não programada,,10/3/2014,21:46:00,10/4/2014,1:43:00,Terceiros,34500
32542895,12831,COR52,COR,2291147,Interrupção não programada,,10/3/2014,21:46:00,10/4/2014,1:43:00,Terceiros,34500
2840456,12827,CSU52,CSU,2291884,Interrupção não programada,,10/4/2014,18:52:00,10/5/2014,6:10:00,Própria do Sistema,34500
13992121,12807,CAM52,CAM,2291941,Interrupção não programada,,10/4/2014,22:06:00,10/4/2014,23:38:00,Própria do Sistema,34500
15789802,12807,CAM52,CAM,2291941,Interrupção não programada,,10/4/2014,22:06:00,10/4/2014,23:38:00,Própria do Sistema,34500
13992121,12807,CAM52,CAM,2291981,Interrupção não programada,,10/5/2014,2:04:00,10/5/2014,9:40:00,Própria do Sistema,34500
15789802,12807,CAM52,CAM,2291981,Interrupção não programada,,10/5/2014,2:04:00,10/5/2014,9:40:00,Própria do Sistema,34500
15109348,12807,CAM52,CAM,2291981,Interrupção não programada,,10/5/2014,8:37:00,10/5/2014,8:50:00,Própria do Sistema,34500
30841011,12834,COX51,COX,2292516,Interrupção não programada,,10/6/2014,9:40:00,10/6/2014,13:02:00,Própria do Sistema,34500
30841020,12834,COX51,COX,2292516,Interrupção não programada,,10/6/2014,9:40:00,10/6/2014,13:02:00,Própria do Sistema,34500
10099841,15632,NIO51,NIO,2293063,Interrupção não programada,,10/6/2014,23:47:00,10/7/2014,2:21:00,Meio Ambiente,34500
10099859,15632,NIO51,NIO,2293063,Interrupção não programada,,10/6/2014,23:47:00,10/7/2014,2:21:00,Meio Ambiente,34500
11730846,12803,ACA51,ACA,2296045,Interrupção não programada,,10/12/2014,15:02:00,10/12/2014,16:58:00,Meio Ambiente,34500
30244650,12803,ACA51,ACA,2296045,Interrupção não programada,,10/12/2014,15:02:00,10/12/2014,16:58:00,Meio Ambiente,34500
11736623,12803,ACA51,ACA,2296045,Interrupção não programada,,10/12/2014,15:02:00,10/12/2014,16:58:00,Meio Ambiente,34500
1388231,12860,mar.-52,MAR,2296558,Interrupção não programada,,10/13/2014,13:35:00,10/13/2014,14:57:00,Terceiros,34500
13320611,12860,mar.-52,MAR,2296558,Interrupção não programada,,10/13/2014,13:35:00,10/13/2014,14:57:00,Terceiros,34500
13320611,12860,mar.-52,MAR,2296558,Interrupção não programada,,10/13/2014,20:44:00,10/13/2014,20:46:00,Terceiros,34500
1388231,12860,mar.-52,MAR,2296558,Interrupção não programada,,10/13/2014,20:44:00,10/13/2014,20:46:00,Terceiros,34500
9607650,12803,BON51,BON,2296838,Interrupção não programada,,10/14/2014,1:31:00,10/14/2014,3:59:00,Própria do Sistema,34500
9809970,12803,BON51,BON,2296838,Interrupção não programada,,10/14/2014,1:31:00,10/14/2014,3:59:00,Própria do Sistema,34500
1887297,12875,NAN51,NAN,2296869,Interrupção não programada,,10/14/2014,6:42:00,10/14/2014,7:59:00,Própria do Sistema,34500
10108751,15627,ACA51,ACA,2297527,Interrupção não programada,,10/15/2014,6:15:00,10/15/2014,6:33:00,Própria do Sistema,34500
2547767,12878,INO01,INO,2297697,Interrupção não programada,,10/15/2014,10:09:00,10/15/2014,13:29:00,Terceiros,13800
2548925,12878,INO01,INO,2297697,Interrupção não programada,,10/15/2014,10:09:00,10/15/2014,13:29:00,Terceiros,13800
9823883,12878,INO01,INO,2297697,Interrupção não programada,,10/15/2014,10:09:00,10/15/2014,13:29:00,Terceiros,13800
15294714,12878,INO01,INO,2297697,Interrupção não programada,,10/15/2014,10:09:00,10/15/2014,13:29:00,Terceiros,13800
11311649,12878,INO51,INO,2297697,Interrupção não programada,,10/15/2014,10:09:00,10/15/2014,13:29:00,Terceiros,34500
2548810,12878,INO51,INO,2297697,Interrupção não programada,,10/15/2014,10:09:00,10/15/2014,13:29:00,Terceiros,34500
2840456,12827,CSU52,CSU,2297909,Interrupção não programada,,10/15/2014,14:29:00,10/15/2014,16:21:00,Terceiros,34500
15294714,12878,INO01,INO,2297951,Interrupção não programada,,10/15/2014,15:18:00,10/15/2014,16:57:00,Terceiros,13800
2547767,12878,INO01,INO,2297951,Interrupção não programada,,10/15/2014,15:18:00,10/15/2014,16:57:00,Terceiros,13800
2548925,12878,INO01,INO,2297951,Interrupção não programada,,10/15/2014,15:18:00,10/15/2014,16:57:00,Terceiros,13800
9823883,12878,INO01,INO,2297951,Interrupção não programada,,10/15/2014,15:18:00,10/15/2014,16:57:00,Terceiros,13800
2548810,12878,INO51,INO,2297951,Interrupção não programada,,10/15/2014,15:18:00,10/15/2014,16:57:00,Terceiros,34500
11311649,12878,INO51,INO,2297951,Interrupção não programada,,10/15/2014,15:18:00,10/15/2014,16:57:00,Terceiros,34500
2840456,12827,CSU52,CSU,2298193,Interrupção não programada,,10/16/2014,3:04:00,10/16/2014,5:55:00,Própria do Sistema,34500
12056146,12807,CAM52,CAM,2299391,Interrupção não programada,,10/17/2014,15:55:00,10/18/2014,16:50:00,Meio Ambiente,34500
15789802,12807,CAM52,CAM,2299616,Interrupção não programada,,10/17/2014,17:22:00,10/17/2014,21:25:00,Meio Ambiente,34500
13992121,12807,CAM52,CAM,2299616,Interrupção não programada,,10/17/2014,17:22:00,10/17/2014,21:25:00,Meio Ambiente,34500
15109348,12807,CAM52,CAM,2299616,Interrupção não programada,,10/17/2014,17:22:00,10/17/2014,21:25:00,Meio Ambiente,34500
11736623,12803,ACA51,ACA,2299816,Interrupção não programada,,10/17/2014,18:14:00,10/17/2014,21:35:00,Meio Ambiente,34500
30244650,12803,ACA51,ACA,2299816,Interrupção não programada,,10/17/2014,18:14:00,10/17/2014,21:35:00,Meio Ambiente,34500
11730846,12803,ACA51,ACA,2299816,Interrupção não programada,,10/17/2014,18:14:00,10/17/2014,21:35:00,Meio Ambiente,34500
1887297,12875,NAN51,NAN,2300321,Interrupção não programada,,10/18/2014,1:16:00,10/18/2014,6:47:00,Terceiros,34500
1388231,12860,mar.-52,MAR,2301310,Interrupção não programada,,10/18/2014,13:28:00,10/18/2014,17:30:00,Meio Ambiente,34500
13320611,12860,mar.-52,MAR,2301310,Interrupção não programada,,10/18/2014,13:28:00,10/18/2014,17:30:00,Meio Ambiente,34500
13919091,12807,CAM02,CAM,2301490,Interrupção não programada,,10/18/2014,15:52:00,10/18/2014,17:08:00,Meio Ambiente,13800
13320611,12860,mar.-52,MAR,2301970,Interrupção não programada,,10/18/2014,19:44:00,10/19/2014,2:00:00,Meio Ambiente,34500
1388231,12860,mar.-52,MAR,2301970,Interrupção não programada,,10/18/2014,19:44:00,10/19/2014,2:00:00,Meio Ambiente,34500
30093651,12807,CAM52,CAM,2302825,Interrupção não programada,,10/19/2014,9:58:00,10/19/2014,15:00:00,Meio Ambiente,34500
10108751,15627,ACA51,ACA,2303424,Interrupção não programada,,10/19/2014,17:20:00,10/19/2014,19:52:00,Meio Ambiente,34500
2548810,12878,INO51,INO,2303510,Interrupção não programada,,10/19/2014,18:22:00,10/19/2014,22:51:00,Meio Ambiente,34500
11311649,12878,INO51,INO,2303510,Interrupção não programada,,10/19/2014,18:22:00,10/20/2014,13:30:00,Meio Ambiente,34500
2548925,12878,INO01,INO,2303709,Interrupção não programada,,10/19/2014,19:31:00,10/19/2014,20:47:00,Meio Ambiente,13800
2547767,12878,INO01,INO,2303709,Interrupção não programada,,10/19/2014,19:31:00,10/19/2014,20:47:00,Meio Ambiente,13800
15294714,12878,INO01,INO,2303709,Interrupção não programada,,10/19/2014,19:31:00,10/19/2014,20:47:00,Meio Ambiente,13800
9823883,12878,INO01,INO,2303709,Interrupção não programada,,10/19/2014,19:31:00,10/19/2014,20:47:00,Meio Ambiente,13800
10108751,15627,ACA51,ACA,2303826,Interrupção não programada,,10/19/2014,21:21:00,10/19/2014,22:14:00,Própria do Sistema,34500
31440932,12854,IGU52,IGU,2303882,Interrupção não programada,,10/20/2014,2:11:00,10/20/2014,7:17:00,Própria do Sistema,34500
31418279,12854,IGU52,IGU,2303882,Interrupção não programada,,10/20/2014,2:11:00,10/20/2014,7:17:00,Própria do Sistema,34500
2702525,12854,IGU52,IGU,2303882,Interrupção não programada,,10/20/2014,2:11:00,10/20/2014,9:58:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2303910,Interrupção não programada,6,10/20/2014,4:47:00,10/20/2014,13:15:00,Meio Ambiente,34500
10108751,15627,ACA51,ACA,2303921,Interrupção não programada,,10/20/2014,0:45:00,10/20/2014,5:21:00,Meio Ambiente,34500
13919091,12807,CAM02,CAM,2303927,Interrupção não programada,,10/20/2014,7:26:00,10/20/2014,7:38:00,Própria do Sistema,13800
10108751,15627,ACA51,ACA,2304031,Interrupção não programada,,10/20/2014,7:03:00,10/20/2014,17:54:00,Meio Ambiente,34500
12056146,12807,CAM52,CAM,2304102,Interrupção não programada,,10/20/2014,7:30:00,10/20/2014,7:45:00,Terceiros,34500
15109348,12807,CAM52,CAM,2304102,Interrupção não programada,,10/20/2014,7:30:00,10/20/2014,7:45:00,Terceiros,34500
30093651,12807,CAM52,CAM,2304102,Interrupção não programada,,10/20/2014,7:30:00,10/20/2014,7:45:00,Terceiros,34500
13992121,12807,CAM52,CAM,2304734,Interrupção não programada,,10/19/2014,21:23:00,10/21/2014,12:06:00,Meio Ambiente,34500
15789802,12807,CAM52,CAM,2304734,Interrupção não programada,,10/19/2014,21:23:00,10/21/2014,12:06:00,Meio Ambiente,34500
10099841,15632,NIO51,NIO,2305084,Interrupção não programada,,10/20/2014,13:37:00,10/20/2014,20:20:00,Meio Ambiente,34500
10099859,15632,NIO51,NIO,2305084,Interrupção não programada,,10/20/2014,13:37:00,10/20/2014,20:20:00,Meio Ambiente,34500
32542895,12831,COR52,COR,2305223,Interrupção não programada,6,10/20/2014,14:57:00,10/20/2014,15:02:00,Meio Ambiente,34500
32156987,12831,COR52,COR,2305223,Interrupção não programada,6,10/20/2014,14:57:00,10/20/2014,15:02:00,Meio Ambiente,34500
13320611,12860,mar.-52,MAR,2305894,Interrupção não programada,,10/20/2014,20:16:00,10/21/2014,8:50:00,Meio Ambiente,34500
1388231,12860,mar.-52,MAR,2305894,Interrupção não programada,,10/20/2014,20:16:00,10/21/2014,8:50:00,Meio Ambiente,34500
31440932,12854,IGU52,IGU,2305926,Interrupção não programada,,10/20/2014,20:39:00,10/20/2014,21:57:00,Meio Ambiente,34500
31418279,12854,IGU52,IGU,2305926,Interrupção não programada,,10/20/2014,20:39:00,10/20/2014,21:57:00,Meio Ambiente,34500
2702525,12854,IGU52,IGU,2305926,Interrupção não programada,,10/20/2014,20:39:00,10/20/2014,23:35:00,Meio Ambiente,34500
12169528,12881,PMU02,PMU,2305974,Interrupção não programada,,10/20/2014,22:38:00,10/21/2014,0:43:00,Própria do Sistema,13800
13919091,12807,CAM02,CAM,2306392,Interrupção não programada,,10/21/2014,10:23:00,10/21/2014,17:48:00,Própria do Sistema,13800
15109348,12807,CAM52,CAM,2306485,Interrupção não programada,,10/21/2014,11:25:00,10/21/2014,13:53:00,Meio Ambiente,34500
10108751,15627,ACA51,ACA,2306676,Interrupção não programada,,10/21/2014,14:20:00,10/21/2014,16:00:00,Meio Ambiente,34500
32156987,12831,COR52,COR,2307783,Interrupção não programada,,10/22/2014,21:21:00,10/22/2014,22:06:00,Externo,138000
32542895,12831,COR52,COR,2307783,Interrupção não programada,,10/22/2014,21:21:00,10/22/2014,22:06:00,Externo,138000
30093651,12807,CAM52,CAM,2307832,Interrupção não programada,,10/23/2014,3:43:00,10/23/2014,9:32:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2308373,Interrupção não programada,,10/23/2014,17:14:00,10/24/2014,8:55:00,Meio Ambiente,34500
15109348,12807,CAM52,CAM,2308484,Interrupção não programada,,10/23/2014,18:00:00,10/23/2014,21:24:00,Meio Ambiente,34500
15789802,12807,CAM52,CAM,2308484,Interrupção não programada,,10/23/2014,18:00:00,10/23/2014,21:24:00,Meio Ambiente,34500
13992121,12807,CAM52,CAM,2308484,Interrupção não programada,,10/23/2014,18:00:00,10/23/2014,21:24:00,Meio Ambiente,34500
9809970,12803,BON51,BON,2308544,Interrupção não programada,,10/23/2014,19:00:00,10/24/2014,14:00:00,Meio Ambiente,34500
9607650,12803,BON51,BON,2308544,Interrupção não programada,,10/23/2014,19:00:00,10/24/2014,14:00:00,Meio Ambiente,34500
13919091,12807,CAM02,CAM,2308822,Interrupção não programada,6,10/24/2014,5:50:00,10/24/2014,13:53:00,Meio Ambiente,13800
30841020,12834,COX51,COX,2309361,Interrupção não programada,6,10/24/2014,12:22:00,10/24/2014,15:15:00,Própria do Sistema,34500
30841011,12834,COX51,COX,2309361,Interrupção não programada,6,10/24/2014,12:22:00,10/24/2014,15:15:00,Própria do Sistema,34500
15109348,12807,CAM52,CAM,2309959,Interrupção não programada,6,10/24/2014,7:40:00,10/24/2014,18:20:00,Meio Ambiente,34500
30244650,12803,ACA51,ACA,2310065,Interrupção não programada,,10/24/2014,19:21:00,10/25/2014,12:35:00,Meio Ambiente,34500
11730846,12803,ACA51,ACA,2310065,Interrupção não programada,,10/24/2014,19:21:00,10/25/2014,12:35:00,Meio Ambiente,34500
11736623,12803,ACA51,ACA,2310065,Interrupção não programada,,10/24/2014,19:21:00,10/25/2014,12:35:00,Meio Ambiente,34500
30841011,12834,COX51,COX,2310252,Interrupção não programada,,10/25/2014,7:04:00,10/25/2014,12:30:00,Própria do Sistema,34500
30841020,12834,COX51,COX,2310252,Interrupção não programada,,10/25/2014,7:04:00,10/25/2014,12:30:00,Própria do Sistema,34500
13992121,12807,CAM52,CAM,2310303,Interrupção não programada,,10/25/2014,7:56:00,10/26/2014,22:50:00,Meio Ambiente,34500
1887297,12875,NAN51,NAN,2310465,Interrupção não programada,,10/25/2014,10:20:00,10/25/2014,11:19:00,Própria do Sistema,34500
15789802,12807,CAM52,CAM,2310567,Interrupção não programada,,10/25/2014,12:30:00,10/27/2014,18:10:00,Meio Ambiente,34500
9607650,12803,BON51,BON,2310612,Interrupção não programada,,10/25/2014,13:23:00,10/25/2014,17:10:00,Própria do Sistema,34500
9809970,12803,BON51,BON,2310612,Interrupção não programada,,10/25/2014,13:23:00,10/25/2014,17:10:00,Própria do Sistema,34500
1887297,12875,NAN51,NAN,2310969,Interrupção não programada,,10/25/2014,18:14:00,10/25/2014,23:51:00,Meio Ambiente,34500
2702525,12854,IGU52,IGU,2311343,Interrupção não programada,,10/26/2014,19:17:00,10/27/2014,9:16:00,Própria do Sistema,34500
2548810,12878,INO51,INO,2311445,Interrupção não programada,,10/27/2014,6:52:00,10/27/2014,11:40:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2311565,Interrupção não programada,,10/27/2014,10:06:00,10/27/2014,12:11:00,Meio Ambiente,34500
12169528,12881,PMU02,PMU,2311635,Interrupção não programada,,10/27/2014,11:01:00,10/27/2014,11:09:00,Meio Ambiente,13800
1388231,12860,mar.-52,MAR,2312041,Interrupção não programada,,10/28/2014,3:42:00,10/28/2014,6:18:00,Própria do Sistema,34500
13320611,12860,mar.-52,MAR,2312041,Interrupção não programada,,10/28/2014,3:42:00,10/28/2014,6:18:00,Própria do Sistema,34500
1388231,12860,mar.-52,MAR,2312194,Interrupção não programada,,10/28/2014,10:52:00,10/28/2014,12:32:00,Meio Ambiente,34500
13320611,12860,mar.-52,MAR,2312194,Interrupção não programada,,10/28/2014,10:52:00,10/28/2014,12:32:00,Meio Ambiente,34500
13919091,12807,CAM02,CAM,2313287,Interrupção não programada,,10/29/2014,18:02:00,10/30/2014,12:07:00,Meio Ambiente,13800
2548810,12878,INO51,INO,2313827,Interrupção não programada,,10/30/2014,11:13:00,10/30/2014,18:42:00,Terceiros,34500
11311649,12878,INO51,INO,2313827,Interrupção não programada,,10/30/2014,11:13:00,10/30/2014,18:42:00,Terceiros,34500
11311649,12878,INO51,INO,2313827,Interrupção não programada,,10/30/2014,18:43:00,10/30/2014,19:18:00,Terceiros,34500
2548810,12878,INO51,INO,2313827,Interrupção não programada,,10/30/2014,18:43:00,10/30/2014,19:19:00,Terceiros,34500
9607650,12803,BON51,BON,2314362,Interrupção não programada,,10/30/2014,18:07:00,10/30/2014,18:10:00,Meio Ambiente,34500
9809970,12803,BON51,BON,2314362,Interrupção não programada,,10/30/2014,18:07:00,10/30/2014,18:10:00,Meio Ambiente,34500
31418279,12854,IGU52,IGU,2314709,Interrupção não programada,6,10/30/2014,21:05:00,10/30/2014,22:17:00,Meio Ambiente,34500
2702525,12854,IGU52,IGU,2314709,Interrupção não programada,6,10/30/2014,21:05:00,10/30/2014,22:17:00,Meio Ambiente,34500
31440932,12854,IGU52,IGU,2314709,Interrupção não programada,6,10/30/2014,21:05:00,10/30/2014,22:17:00,Meio Ambiente,34500
1887297,12875,NAN51,NAN,2314721,Interrupção não programada,,10/30/2014,21:16:00,10/30/2014,22:32:00,Meio Ambiente,34500
11311649,12878,INO51,INO,2314736,Interrupção não programada,,10/30/2014,21:45:00,10/31/2014,11:20:00,Meio Ambiente,34500
10099859,15632,NIO51,NIO,2314757,Interrupção não programada,,10/30/2014,21:25:00,10/31/2014,9:53:00,Meio Ambiente,34500
10099841,15632,NIO51,NIO,2314757,Interrupção não programada,,10/30/2014,21:25:00,10/31/2014,9:53:00,Meio Ambiente,34500
30093651,12807,CAM52,CAM,2315091,Interrupção não programada,,10/31/2014,8:04:00,10/31/2014,13:45:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2315226,Interrupção não programada,6,10/31/2014,9:10:00,10/31/2014,11:59:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2315998,Interrupção não programada,6,10/31/2014,22:12:00,10/31/2014,23:03:00,Própria do Sistema,34500
1887297,12875,NAN51,NAN,2316014,Interrupção não programada,6,10/31/2014,23:58:00,11/1/2014,9:10:00,Própria do Sistema,34500
11736623,12803,ACA51,ACA,2320526,Interrupção não programada,,10/7/2014,14:39:00,10/7/2014,21:22:00,Própria do Sistema,34500
11730846,12803,ACA51,ACA,2320526,Interrupção não programada,,10/7/2014,14:39:00,10/7/2014,21:22:00,Própria do Sistema,34500
30244650,12803,ACA51,ACA,2320526,Interrupção não programada,,10/7/2014,14:39:00,10/7/2014,21:22:00,Própria do Sistema,34500
11736623,12803,ACA51,ACA,2320526,Interrupção não programada,,10/8/2014,9:29:00,10/8/2014,9:30:00,Própria do Sistema,34500
11730846,12803,ACA51,ACA,2320526,Interrupção não programada,,10/8/2014,9:29:00,10/8/2014,9:30:00,Própria do Sistema,34500
30244650,12803,ACA51,ACA,2320526,Interrupção não programada,,10/8/2014,9:29:00,10/8/2014,9:30:00,Própria do Sistema,34500
32542895,12831,COR52,COR,2331256,Interrupção não programada,6,10/21/2014,13:15:00,10/21/2014,14:42:00,Terceiros,34500
32156987,12831,COR52,COR,2331256,Interrupção não programada,6,10/21/2014,13:15:00,10/21/2014,14:42:00,Terceiros,34500
32542895,12831,COR52,COR,2333371,Interrupção não programada,,10/8/2014,18:10:00,10/8/2014,19:46:00,Própria do Sistema,34500
11311649,12878,INO51,INO,2333478,Interrupção não programada,6,10/20/2014,15:38:00,10/20/2014,22:59:00,Meio Ambiente,34500
2548810,12878,INO51,INO,2333478,Interrupção não programada,6,10/20/2014,15:38:00,10/20/2014,22:59:00,Meio Ambiente,34500
2548925,12878,INO01,INO,2333480,Interrupção não programada,,10/21/2014,19:22:00,10/21/2014,19:54:00,Meio Ambiente,13800
9823883,12878,INO01,INO,2333480,Interrupção não programada,,10/21/2014,19:22:00,10/21/2014,19:54:00,Meio Ambiente,13800
2547767,12878,INO01,INO,2333480,Interrupção não programada,,10/21/2014,19:22:00,10/21/2014,19:54:00,Meio Ambiente,13800
15294714,12878,INO01,INO,2333480,Interrupção não programada,,10/21/2014,19:22:00,10/21/2014,19:54:00,Meio Ambiente,13800
11311649,12878,INO51,INO,2333480,Interrupção não programada,,10/21/2014,19:22:00,10/21/2014,19:54:00,Meio Ambiente,34500
2548810,12878,INO51,INO,2333480,Interrupção não programada,,10/21/2014,19:22:00,10/21/2014,19:54:00,Meio Ambiente,34500
2548810,12878,INO51,INO,2333488,Interrupção não programada,,10/22/2014,17:50:00,10/23/2014,4:30:00,Terceiros,34500
11311649,12878,INO51,INO,2333488,Interrupção não programada,,10/22/2014,17:50:00,10/23/2014,4:30:00,Terceiros,34500
30093651,12807,CAM52,CAM,2333511,Interrupção não programada,,10/17/2014,22:17:00,10/17/2014,22:48:00,Meio Ambiente,34500
15109348,12807,CAM52,CAM,2333511,Interrupção não programada,,10/17/2014,22:17:00,10/18/2014,2:01:00,Meio Ambiente,34500
15789802,12807,CAM52,CAM,2333511,Interrupção não programada,,10/17/2014,22:17:00,10/18/2014,16:10:00,Meio Ambiente,34500
13992121,12807,CAM52,CAM,2333511,Interrupção não programada,,10/17/2014,22:17:00,10/18/2014,16:10:00,Meio Ambiente,34500
30093651,12807,CAM52,CAM,2333519,Interrupção não programada,,10/18/2014,16:14:00,10/18/2014,16:21:00,Meio Ambiente,34500
15109348,12807,CAM52,CAM,2333519,Interrupção não programada,,10/18/2014,16:14:00,10/18/2014,18:26:00,Meio Ambiente,34500
13992121,12807,CAM52,CAM,2333519,Interrupção não programada,,10/18/2014,16:14:00,10/19/2014,19:40:00,Meio Ambiente,34500
15789802,12807,CAM52,CAM,2333519,Interrupção não programada,,10/18/2014,16:14:00,10/19/2014,19:40:00,Meio Ambiente,34500
10099841,15632,NIO51,NIO,2334097,Interrupção não programada,,10/18/2014,18:39:00,10/18/2014,20:32:00,Meio Ambiente,34500
10099859,15632,NIO51,NIO,2334097,Interrupção não programada,,10/18/2014,18:39:00,10/18/2014,20:32:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2334535,Interrupção não programada,,10/18/2014,16:21:00,10/18/2014,16:25:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2334547,Interrupção não programada,6,10/20/2014,15:14:00,10/20/2014,17:07:00,Meio Ambiente,34500
10099841,15632,NIO51,NIO,2339601,Interrupção não programada,6,10/19/2014,5:59:00,10/19/2014,6:03:00,Não Classificada,34500
10099859,15632,NIO51,NIO,2339601,Interrupção não programada,6,10/19/2014,5:59:00,10/19/2014,6:03:00,Não Classificada,34500
2285321,15632,BVI02,BVI,2339615,Interrupção não programada,6,10/19/2014,6:00:00,10/19/2014,6:04:00,Não Classificada,34500
2285339,15632,BVI02,BVI,2339615,Interrupção não programada,6,10/19/2014,6:00:00,10/19/2014,6:04:00,Não Classificada,34500
10108751,15627,ACA51,ACA,2339615,Interrupção não programada,,10/19/2014,6:00:00,10/19/2014,6:04:00,Não Classificada,34500
10099841,15632,NIO51,NIO,2318500,Interrupção programada,,11/19/2014,13:40:00,11/19/2014,16:00:00,Manutenção,34500
10099859,15632,NIO51,NIO,2318500,Interrupção programada,,11/19/2014,13:40:00,11/19/2014,16:00:00,Manutenção,34500
30093651,12807,CAM52,CAM,2323900,Interrupção não programada,6,11/8/2014,13:00:00,11/8/2014,14:53:00,Não Classificada,34500
2840456,12827,CSU52,CSU,2316480,Interrupção não programada,,11/1/2014,15:21:00,11/1/2014,17:24:00,Meio Ambiente,34500
30093651,12807,CAM52,CAM,2316952,Interrupção não programada,,11/2/2014,7:53:00,11/2/2014,11:57:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2317067,Interrupção não programada,,11/2/2014,12:51:00,11/2/2014,17:02:00,Própria do Sistema,34500
1887297,12875,NAN51,NAN,2317754,Interrupção não programada,,11/2/2014,19:21:00,11/2/2014,22:35:00,Meio Ambiente,34500
15789802,12807,CAM52,CAM,2317885,Interrupção não programada,,11/2/2014,20:56:00,11/3/2014,1:57:00,Própria do Sistema,34500
13992121,12807,CAM52,CAM,2317885,Interrupção não programada,,11/2/2014,20:56:00,11/3/2014,1:57:00,Própria do Sistema,34500
15109348,12807,CAM52,CAM,2317885,Interrupção não programada,,11/2/2014,20:56:00,11/3/2014,1:57:00,Própria do Sistema,34500
30093651,12807,CAM52,CAM,2317937,Interrupção não programada,,11/2/2014,16:39:00,11/3/2014,16:20:00,Meio Ambiente,34500
2840456,12827,CSU52,CSU,2318167,Interrupção não programada,,11/3/2014,11:39:00,11/3/2014,12:25:00,Própria do Sistema,34500
12056146,12807,CAM52,CAM,2318558,Interrupção não programada,,11/3/2014,10:20:00,11/3/2014,17:51:00,Meio Ambiente,34500
2548810,12878,INO51,INO,2318809,Interrupção não programada,6,11/3/2014,18:11:00,11/3/2014,18:15:00,Própria do Sistema,34500
11311649,12878,INO51,INO,2318809,Interrupção não programada,6,11/3/2014,18:11:00,11/3/2014,18:15:00,Própria do Sistema,34500
1388231,12860,mar.-52,MAR,2319070,Interrupção não programada,,11/4/2014,7:14:00,11/4/2014,17:58:00,Meio Ambiente,34500
13320611,12860,mar.-52,MAR,2319070,Interrupção não programada,,11/4/2014,7:14:00,11/4/2014,17:58:00,Meio Ambiente,34500
11311649,12878,INO51,INO,2319538,Interrupção não programada,,11/4/2014,15:29:00,11/5/2014,7:45:00,Meio Ambiente,34500
11730846,12803,ACA51,ACA,2319637,Interrupção não programada,,11/4/2014,17:23:00,11/4/2014,19:55:00,Meio Ambiente,34500
11736623,12803,ACA51,ACA,2319637,Interrupção não programada,,11/4/2014,17:23:00,11/4/2014,19:55:00,Meio Ambiente,34500
30244650,12803,ACA51,ACA,2319637,Interrupção não programada,,11/4/2014,17:23:00,11/4/2014,19:55:00,Meio Ambiente,34500
13919091,12807,CAM02,CAM,2319744,Interrupção não programada,,11/4/2014,18:49:00,11/5/2014,10:40:00,Própria do Sistema,13800
30093651,12807,CAM52,CAM,2320011,Interrupção não programada,,11/5/2014,6:51:00,11/5/2014,14:30:00,Meio Ambiente,34500
32156987,12831,COR52,COR,2320129,Interrupção não programada,,11/5/2014,4:52:00,11/5/2014,10:02:00,Meio Ambiente,34500
32542895,12831,COR52,COR,2320129,Interrupção não programada,,11/5/2014,4:52:00,11/5/2014,10:02:00,Meio Ambiente,34500
10108751,15627,ACA51,ACA,2320231,Interrupção não programada,,11/5/2014,9:22:00,11/5/2014,9:53:00,Meio Ambiente,34500
13320611,12860,mar.-52,MAR,2321216,Interrupção não programada,,11/6/2014,14:24:00,11/6/2014,15:50:00,Própria do Sistema,34500
1388231,12860,mar.-52,MAR,2321216,Interrupção não programada,,11/6/2014,14:24:00,11/6/2014,15:50:00,Própria do Sistema,34500
2840456,12827,CSU52,CSU,2321243,Interrupção não programada,,11/6/2014,14:49:00,11/6/2014,17:22:00,Meio Ambiente,34500
13320611,12860,mar.-52,MAR,2321389,Interrupção não programada,,11/6/2014,16:32:00,11/6/2014,21:53:00,Meio Ambiente,34500
1388231,12860,mar.-52,MAR,2321389,Interrupção não programada,,11/6/2014,16:32:00,11/6/2014,21:53:00,Meio Ambiente,34500
1887297,12875,NAN51,NAN,2321742,Interrupção não programada,,11/6/2014,23:47:00,11/7/2014,0:16:00,Própria do Sistema,34500
